Number of Hidden Nodes, Learning Rate, Improvements, Activation Function, RMSE (1), RMSE (2), RMSE (3), RMSE (Average)
8, 0.25, SIGMOID, MOMENTUM, 34.471619115421355, 35.9054238474245, 35.32630449775257, 35.23444915353281
8, 0.25, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.20974413583479, 34.185239217562405, 33.71791425680136, 34.370965870066186
8, 0.25, SIGMOID, BOLD_DRIVER, 35.13583749215373, 34.29109054226071, 35.37547401983259, 34.93413401808235
8, 0.25, TANH, , 37.72029158682092, 45.709448196829875, 38.007551919942905, 40.47909723453123
8, 0.25, TANH, MOMENTUM, 37.12198346892397, 37.10583952796182, 36.89310127338599, 37.0403080900906
8, 0.25, TANH, MOMENTUM - BOLD_DRIVER, 37.88285780355422, 38.52310422465886, 38.020309698279696, 38.1420905754976
8, 0.25, TANH, BOLD_DRIVER, 36.7152899619937, 37.23551880119947, 36.722336198665424, 36.891048320619525
8, 0.25, RELU, , 39.37696820509069, 61.158888968219664, 42.211722822738984, 47.582526665349775
8, 0.25, RELU, MOMENTUM, 49.82797499323488, 44.37915356677362, 46.970283609697866, 47.059137389902126
8, 0.25, RELU, MOMENTUM - BOLD_DRIVER, 41.42576144660503, 50.65932880035558, 42.691659408207656, 44.92558321838942
8, 0.25, RELU, BOLD_DRIVER, 37.31846102684998, 42.12868996579859, 36.11380433459355, 38.520318442414045
8, 0.3, SIGMOID, , 34.52843281736156, 34.84856991285404, 33.601387018568325, 34.3261299162613
8, 0.3, SIGMOID, MOMENTUM, 34.264215009741164, 34.430302091730134, 33.78201794109597, 34.15884501418909
8, 0.3, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.99042091325874, 34.205877664179866, 34.03976210410818, 34.41202022718226
8, 0.3, SIGMOID, BOLD_DRIVER, 34.63447809910907, 34.800103330906104, 34.74164266359553, 34.725408031203564
8, 0.3, TANH, , 37.8535632021772, 38.0313682876019, 37.87331157961801, 37.9194143564657
8, 0.3, TANH, MOMENTUM, 59.988624303814255, 60.3025876881143, 37.632276011319725, 52.64116266774943
8, 0.3, TANH, MOMENTUM - BOLD_DRIVER, 59.1848347293962, 39.18133287725099, 39.40329255459572, 45.92315338708098
8, 0.3, TANH, BOLD_DRIVER, 36.99232817943246, 37.07155411942517, 37.10724733123984, 37.0570432100325
8, 0.3, RELU, , 38.67789542618657, 37.05440604877995, 37.3367530723869, 37.68968484911781
8, 0.3, RELU, MOMENTUM, 60.55625734769571, 83.95347952346407, 48.01756447381307, 64.17576711499095
8, 0.3, RELU, MOMENTUM - BOLD_DRIVER, 49.695534989049705, 43.240538505432404, 43.77558593954899, 45.570553144677035
8, 0.3, RELU, BOLD_DRIVER, 37.000033513791735, 34.76632840339079, 45.557573029614076, 39.107978315598864
8, 0.35, SIGMOID, , 35.02934701757405, 33.98232488325824, 33.122532509682, 34.04473480350476
8, 0.35, SIGMOID, MOMENTUM, 34.25831031727811, 35.02387759536883, 34.48493528907437, 34.58904106724044
8, 0.35, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.421187315256326, 35.37458476009279, 34.90266640239542, 34.89947949258151
8, 0.35, SIGMOID, BOLD_DRIVER, 34.497656764201174, 33.80176732591832, 34.516900074205616, 34.27210805477503
8, 0.35, TANH, , 37.72277733651522, 37.73581447242641, 37.86170408104142, 37.77343196332768
8, 0.35, TANH, MOMENTUM, 63.71923296750573, 63.924180628035195, 63.8507817537168, 63.83139844975258
8, 0.35, TANH, MOMENTUM - BOLD_DRIVER, 44.50523160522031, 45.414557885045184, 41.433365972404204, 43.78438515422323
8, 0.35, TANH, BOLD_DRIVER, 36.84549695364875, 36.76694130860944, 36.90170504444204, 36.838047768900076
8, 0.35, RELU, , 40.20749641601231, 39.651913969046056, 38.41001589000782, 39.42314209168873
8, 0.35, RELU, MOMENTUM, 51.55717614855357, 49.904732426262086, 51.77948624713711, 51.08046494065092
8, 0.35, RELU, MOMENTUM - BOLD_DRIVER, 43.5666987434188, 47.17250402330909, 42.22617151866208, 44.32179142846332
8, 0.35, RELU, BOLD_DRIVER, 62.603658585530006, 41.586903284854984, 53.94440106476081, 52.71165431171526
8, 0.4, SIGMOID, , 35.61774023583277, 34.09104387138106, 34.344441888682724, 34.684408665298854
8, 0.4, SIGMOID, MOMENTUM, 34.36222554250936, 34.80603311298456, 33.51803126726577, 34.22876330758656
8, 0.4, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.448606756607646, 35.28215187605862, 34.594929238676166, 34.77522929044748
8, 0.4, SIGMOID, BOLD_DRIVER, 33.406735452627885, 34.84646666975895, 34.711580382278406, 34.32159416822174
8, 0.4, TANH, , 37.7251014358143, 37.48361043708411, 37.43780790351148, 37.54883992546996
8, 0.4, TANH, MOMENTUM, 62.25390577790417, 65.60524053031948, 65.59876779729485, 64.48597136850617
8, 0.4, TANH, MOMENTUM - BOLD_DRIVER, 62.786961222054316, 44.0788355952232, 62.691851170961, 56.5192159960795
8, 0.4, TANH, BOLD_DRIVER, 36.799351651038066, 37.097764067511875, 36.795264939767016, 36.89746021943898
8, 0.4, RELU, , 40.62378484146261, 37.71804366529527, 39.92720302877932, 39.42301051184573
8, 0.4, RELU, MOMENTUM, 72.28612863004598, 52.77181058808799, 52.31373130044693, 59.12389017286031
8, 0.4, RELU, MOMENTUM - BOLD_DRIVER, 51.485411718869855, 52.64881707830474, 53.37381318950184, 52.50268066222548
8, 0.4, RELU, BOLD_DRIVER, 40.655952516051116, 37.339669365133915, 46.371968112680115, 41.455863331288384
8, 0.45, SIGMOID, , 34.15933886982118, 32.55021786262461, 35.32035069511685, 34.00996914252088
8, 0.45, SIGMOID, MOMENTUM, 35.12127509345248, 33.796183655153335, 34.672430928877475, 34.529963225827764
8, 0.45, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.50724092001515, 34.67334099750908, 33.986676823337426, 34.38908624695389
8, 0.45, SIGMOID, BOLD_DRIVER, 35.349684275551574, 34.21369314904187, 34.182306458800085, 34.581894627797844
8, 0.45, TANH, , 37.21729649217709, 37.42036468009977, 37.35742383776695, 37.33169500334794
8, 0.45, TANH, MOMENTUM, 61.72519976244285, 61.732268763186426, 61.821168412228346, 61.75954564595255
8, 0.45, TANH, MOMENTUM - BOLD_DRIVER, 39.893553946132, 63.99227243255792, 63.87114312499022, 55.91898983456005
8, 0.45, TANH, BOLD_DRIVER, 36.78187412807829, 36.902111308703425, 37.015370146223596, 36.8997851943351
8, 0.45, RELU, , 42.993761300875974, 39.78272170348791, 40.01970160476682, 40.9320615363769
8, 0.45, RELU, MOMENTUM, 59.73304430025329, 61.51327255210976, 57.18667774712914, 59.4776648664974
8, 0.45, RELU, MOMENTUM - BOLD_DRIVER, 59.604538300213534, 57.25095597018757, 46.95481878231891, 54.60343768424
8, 0.45, RELU, BOLD_DRIVER, 50.273274078678035, 45.57209732063881, 40.77177504358404, 45.539048814300294
9, 0.05, SIGMOID, , 52.35770318881784, 52.627551708108, 51.283773421451336, 52.08967610612572
9, 0.05, SIGMOID, MOMENTUM, 34.5851968392594, 48.96363370169772, 34.56968392473918, 39.372838155232095
9, 0.05, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.30072128099153, 33.73086336918421, 33.994110375356485, 33.67523167517741
9, 0.05, SIGMOID, BOLD_DRIVER, 51.84547599247233, 51.921697054371386, 50.38578600386104, 51.38431968356824
9, 0.05, TANH, , 34.1278465548954, 34.13267329319751, 34.01200399120992, 34.09084127976761
9, 0.05, TANH, MOMENTUM, 35.54887924623002, 35.573681426069776, 36.148439468642756, 35.757000046980856
9, 0.05, TANH, MOMENTUM - BOLD_DRIVER, 36.30265244893735, 36.302882105081125, 35.89674746055103, 36.16742733818984
9, 0.05, TANH, BOLD_DRIVER, 35.26283756669099, 35.083072033788284, 35.23760025017696, 35.19450328355208
9, 0.05, RELU, , 34.57522600490609, 35.47557748663892, 37.764486103205755, 35.93842986491692
9, 0.05, RELU, MOMENTUM, 32.24146858677094, 38.054028647829405, 32.891222350588244, 34.395573195062866
9, 0.05, RELU, MOMENTUM - BOLD_DRIVER, 37.83714878911513, 37.55915929398625, 34.447417569574135, 36.6145752175585
9, 0.05, RELU, BOLD_DRIVER, 38.53711836875267, 40.76620900983277, 35.67775047226814, 38.32702595028453
9, 0.1, SIGMOID, , 34.521452679169386, 34.333040683521816, 34.887922104031034, 34.580805155574076
9, 0.1, SIGMOID, MOMENTUM, 35.41171913282819, 34.0706819467476, 35.043166771214196, 34.84185595026333
9, 0.1, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.641383283177426, 34.643656892915764, 34.45299595816545, 34.912678711419545
9, 0.1, SIGMOID, BOLD_DRIVER, 34.701627894818955, 34.91319291979628, 35.30992717950139, 34.974915998038874
9, 0.1, TANH, , 35.60468039290847, 35.29057574245166, 35.86497559330507, 35.58674390955506
9, 0.1, TANH, MOMENTUM, 37.27327145415928, 37.38675146912669, 37.17857624937445, 37.27953305755347
9, 0.1, TANH, MOMENTUM - BOLD_DRIVER, 37.97701801211187, 37.917729172756346, 37.78586718293083, 37.89353812259968
9, 0.1, TANH, BOLD_DRIVER, 36.65754443433088, 36.47211659186564, 36.621107282385296, 36.58358943619394
9, 0.1, RELU, , 37.09325044161438, 39.716016538128926, 36.392625786774, 37.733964255505775
9, 0.1, RELU, MOMENTUM, 38.021405906469944, 35.55918725080515, 36.544853494895314, 36.708482217390134
9, 0.1, RELU, MOMENTUM - BOLD_DRIVER, 35.84238918530579, 33.24130625172484, 39.52341691785905, 36.20237078496323
9, 0.1, RELU, BOLD_DRIVER, 35.16204667870641, 53.52196545647028, 38.36203798255784, 42.34868337257817
9, 0.15, SIGMOID, , 34.78941154740841, 33.92893095303327, 34.342299150361555, 34.35354721693441
9, 0.15, SIGMOID, MOMENTUM, 33.612537777046974, 34.13690538692762, 33.98721441274244, 33.912219192239014
9, 0.15, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.977812247959946, 34.58401485118971, 35.43527017742242, 34.66569909219069
9, 0.15, SIGMOID, BOLD_DRIVER, 34.5894376854811, 35.132404008091804, 35.27712626673041, 34.99965598676778
9, 0.15, TANH, , 36.76537585749869, 36.787497442264126, 36.626408520500824, 36.726427273421216
9, 0.15, TANH, MOMENTUM, 37.91742921878522, 37.8445435752701, 37.83217307442727, 37.8647152894942
9, 0.15, TANH, MOMENTUM - BOLD_DRIVER, 38.01297243032651, 38.12354842964194, 37.894972706218866, 38.010497855395776
9, 0.15, TANH, BOLD_DRIVER, 37.76352783706579, 37.67614039794505, 37.52654698932318, 37.655405074778
9, 0.15, RELU, , 33.894106296706525, 33.704899229561114, 36.36511093172992, 34.65470548599919
9, 0.15, RELU, MOMENTUM, 38.77051503371391, 39.94389132713789, 44.152016757095794, 40.9554743726492
9, 0.15, RELU, MOMENTUM - BOLD_DRIVER, 35.13004655660846, 50.0799141510937, 64.39943750585316, 49.86979940451844
9, 0.15, RELU, BOLD_DRIVER, 37.27079893402815, 34.1142419273367, 37.40959011032012, 36.26487699056165
9, 0.2, SIGMOID, , 33.83368508868849, 34.41889864569672, 34.540876148344275, 34.264486627576495
9, 0.2, SIGMOID, MOMENTUM, 34.93455597729108, 35.11724758575847, 33.94306143276052, 34.664954998603356
9, 0.2, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.26929962368582, 34.27330280576615, 34.749989286706054, 34.76419723871934
9, 0.2, SIGMOID, BOLD_DRIVER, 34.88253316354768, 34.59787580962043, 35.07777404372581, 34.85272767229797
9, 0.2, TANH, , 37.38945156167426, 37.32298788580153, 37.370799194600224, 37.36107954735867
9, 0.2, TANH, MOMENTUM, 37.80004430953017, 37.72455533526148, 37.71539807046429, 37.746665905085315
9, 0.2, TANH, MOMENTUM - BOLD_DRIVER, 37.34798984317251, 37.40021768339448, 37.470335461192505, 37.40618099591983
9, 0.2, TANH, BOLD_DRIVER, 37.47436538242149, 37.770400639645125, 37.83384472944694, 37.69287025050452
9, 0.2, RELU, , 58.79883058963294, 36.56794239706237, 38.923600701482556, 44.763457896059286
9, 0.2, RELU, MOMENTUM, 38.341050411334294, 46.36042278105992, 39.05483050784945, 41.25210123341456
9, 0.2, RELU, MOMENTUM - BOLD_DRIVER, 51.33244403148461, 41.43207149117005, 35.59203203373786, 42.785515852130835
9, 0.2, RELU, BOLD_DRIVER, 37.651145484213835, 37.39318881272722, 38.53623320234391, 37.86018916642832
9, 0.25, SIGMOID, , 34.18255781201354, 33.22942746203303, 33.52329596952808, 33.64509374785822
9, 0.25, SIGMOID, MOMENTUM, 34.02774804036713, 35.48671507432656, 35.19809646293171, 34.90418652587513
9, 0.25, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.13025145113379, 35.1371508269601, 34.850248626459894, 34.70588363485126
9, 0.25, SIGMOID, BOLD_DRIVER, 34.95224835561973, 35.15718077532621, 34.23915918129642, 34.78286277074745
9, 0.25, TANH, , 37.79677646383054, 38.0392030646447, 37.8642883307022, 37.90008928639248
9, 0.25, TANH, MOMENTUM, 36.881110683280106, 36.86047124151045, 37.0838069651045, 36.941796296631686
9, 0.25, TANH, MOMENTUM - BOLD_DRIVER, 38.11151137901752, 38.14035073828502, 38.31825496958163, 38.190039028961394
9, 0.25, TANH, BOLD_DRIVER, 36.775761814963, 36.72242459416792, 37.37132324597636, 36.956503218369086
9, 0.25, RELU, , 38.20367237305696, 34.54398926527653, 36.263154647821004, 36.336938762051496
9, 0.25, RELU, MOMENTUM, 41.13076866612028, 50.65418240380787, 42.03730902599379, 44.60742003197398
9, 0.25, RELU, MOMENTUM - BOLD_DRIVER, 39.088397634127496, 36.808625118794026, 44.12704772783367, 40.008023493585064
9, 0.25, RELU, BOLD_DRIVER, 36.65967341065081, 35.48317615863392, 39.3268261807478, 37.15655858334417
9, 0.3, SIGMOID, , 35.26436536485998, 33.77085736274978, 34.83690093235909, 34.624041219989614
9, 0.3, SIGMOID, MOMENTUM, 35.26234384199696, 34.62374331169261, 34.7559979905974, 34.88069504809565
9, 0.3, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.25093866020113, 35.12147246133551, 35.64988828342718, 35.34076646832127
9, 0.3, SIGMOID, BOLD_DRIVER, 34.73402455081249, 35.46871754473212, 34.52704205297953, 34.909928049508046
9, 0.3, TANH, , 37.9150299085398, 37.95416298845723, 37.877086382647406, 37.915426426548144
9, 0.3, TANH, MOMENTUM, 59.64617809177466, 37.20626399030285, 60.29891510257514, 52.38378572821755
9, 0.3, TANH, MOMENTUM - BOLD_DRIVER, 37.84075631947344, 40.868455574902164, 60.05136636652652, 46.25352608696738
9, 0.3, TANH, BOLD_DRIVER, 36.971954648272536, 37.16108857334393, 36.99852746680821, 37.04385689614156
9, 0.3, RELU, , 38.88401976857707, 42.99394953398261, 38.74920113580855, 40.209056812789406
9, 0.3, RELU, MOMENTUM, 51.76175267610149, 55.901163628987426, 44.02187139030226, 50.56159589846373
9, 0.3, RELU, MOMENTUM - BOLD_DRIVER, 49.480025410494406, 38.47046002232045, 55.35782544078266, 47.76943695786584
9, 0.3, RELU, BOLD_DRIVER, 36.54914440793595, 37.78456207003246, 49.92467838507739, 41.419461621015266
9, 0.35, SIGMOID, , 34.13503441420533, 34.87952714719295, 33.67544371256103, 34.230001757986436
9, 0.35, SIGMOID, MOMENTUM, 33.37170266897736, 34.27432996950785, 35.45234432390129, 34.36612565412884
9, 0.35, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.95407710359521, 33.67175913187951, 33.53305087346848, 33.7196290363144
9, 0.35, SIGMOID, BOLD_DRIVER, 34.40640912360445, 34.978810413230406, 35.27107845672792, 34.88543266452093
9, 0.35, TANH, , 37.85421686715981, 37.7460528528741, 37.7972351193576, 37.799168279797165
9, 0.35, TANH, MOMENTUM, 63.75089401874927, 64.15603262213665, 63.69334396290768, 63.8667568679312
9, 0.35, TANH, MOMENTUM - BOLD_DRIVER, 45.607223359869096, 47.78965603471681, 48.39035385374986, 47.26241108277859
9, 0.35, TANH, BOLD_DRIVER, 36.7954631231829, 36.917543417787236, 36.84669554383414, 36.85323402826808
9, 0.35, RELU, , 40.73716676561906, 38.505199281051084, 37.52733699279983, 38.92323434648999
9, 0.35, RELU, MOMENTUM, 51.28932607552822, 50.69634462082799, 42.42921415530035, 48.138294950552186
9, 0.35, RELU, MOMENTUM - BOLD_DRIVER, 54.35512226346277, 53.52480888719307, 50.494502959689285, 52.79147803678171
9, 0.35, RELU, BOLD_DRIVER, 40.700828955840755, 43.22028493058498, 34.39869809054847, 39.439937325658065
9, 0.4, SIGMOID, , 35.137247859867315, 35.32295654993815, 34.631470539629674, 35.030558316478384
9, 0.4, SIGMOID, MOMENTUM, 34.31435359404986, 35.03885542322346, 34.83027439791468, 34.72782780506267
9, 0.4, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.29800270776259, 35.1791779510936, 34.71379444292357, 35.06365836725992
9, 0.4, SIGMOID, BOLD_DRIVER, 35.40681999103666, 34.55785908953539, 34.144574792280594, 34.703084624284216
9, 0.4, TANH, , 37.54615907867629, 37.57921669445619, 37.61449282344078, 37.57995619885775
9, 0.4, TANH, MOMENTUM, 65.34109783438413, 64.00576669089496, 65.58649577369117, 64.97778676632343
9, 0.4, TANH, MOMENTUM - BOLD_DRIVER, 62.888813703483486, 43.40031804579499, 63.0968694415866, 56.46200039695503
9, 0.4, TANH, BOLD_DRIVER, 36.846338027049875, 37.04853833623746, 36.815108234891845, 36.90332819939306
9, 0.4, RELU, , 37.92692315347201, 40.15856795701061, 40.21831361808739, 39.434601576190005
9, 0.4, RELU, MOMENTUM, 51.0526263033274, 56.892024307193005, 50.132524322235795, 52.69239164425206
9, 0.4, RELU, MOMENTUM - BOLD_DRIVER, 46.76466546865533, 52.34754681764591, 55.798797119751754, 51.637003135350994
9, 0.4, RELU, BOLD_DRIVER, 37.798832970797996, 44.885195973027024, 40.48719514190275, 41.05707469524259
9, 0.45, SIGMOID, , 34.36264950461473, 33.5422698772565, 34.07908549279045, 33.99466829155389
9, 0.45, SIGMOID, MOMENTUM, 35.38848205321737, 35.43701757966198, 34.982333201519005, 35.26927761146612
9, 0.45, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.798409958027506, 34.96302596387653, 33.938447001015284, 34.56662764097311
9, 0.45, SIGMOID, BOLD_DRIVER, 33.795983027738274, 33.74883775714415, 35.803024899999556, 34.44928189496066
9, 0.45, TANH, , 37.288078292726844, 37.058894864257276, 37.05435043440973, 37.13377453046461
9, 0.45, TANH, MOMENTUM, 61.71201856090158, 61.815523716560364, 61.79659799346047, 61.774713423640804
9, 0.45, TANH, MOMENTUM - BOLD_DRIVER, 39.041132018171716, 63.932647975902505, 64.30514732234673, 55.759642438806985
9, 0.45, TANH, BOLD_DRIVER, 36.87404810890358, 36.72892140485899, 36.76570322223319, 36.789557578665246
9, 0.45, RELU, , 37.77541570985157, 40.88235647056909, 42.36887811300011, 40.34221676447359
9, 0.45, RELU, MOMENTUM, 65.97961986550503, 66.97557248802936, 67.19941245248643, 66.71820160200694
9, 0.45, RELU, MOMENTUM - BOLD_DRIVER, 54.95007254835037, 61.169434685225895, 55.67751500619131, 57.26567407992252
9, 0.45, RELU, BOLD_DRIVER, 37.95868287310706, 36.307718308502544, 39.606691219643764, 37.95769746708446
10, 0.05, SIGMOID, , 52.573185668555425, 52.51248558217329, 50.667939497180285, 51.91787024930301
10, 0.05, SIGMOID, MOMENTUM, 47.022005686581544, 34.440589113885544, 34.648925054811784, 38.703839951759626
10, 0.05, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.39122278988294, 33.5210117784735, 33.72950323781259, 33.88057926872301
10, 0.05, SIGMOID, BOLD_DRIVER, 52.5100596889546, 51.06650568416696, 51.11359378647717, 51.563386386532905
10, 0.05, TANH, , 34.54309174494054, 34.16029021426509, 38.08094848927073, 35.59477681615879
10, 0.05, TANH, MOMENTUM, 35.63830313819371, 35.37863594452294, 36.0762226958957, 35.69772059287078
10, 0.05, TANH, MOMENTUM - BOLD_DRIVER, 36.51915408635369, 37.8129546957921, 33.971074500177984, 36.101061094107926
10, 0.05, TANH, BOLD_DRIVER, 35.180059675195736, 34.76679351198506, 35.07107656426798, 35.005976583816256
10, 0.05, RELU, , 35.92236713774407, 37.85228594125931, 37.78063745289073, 37.1850968439647
10, 0.05, RELU, MOMENTUM, 31.578942528188318, 33.80065174719043, 35.561622500486585, 33.64707225862178
10, 0.05, RELU, MOMENTUM - BOLD_DRIVER, 36.93758931663758, 40.13229592471559, 37.202326191539306, 38.09073714429749
10, 0.05, RELU, BOLD_DRIVER, 35.0104969756154, 35.548825475220625, 34.4149355618941, 34.99141933757671
10, 0.1, SIGMOID, , 33.9562134899326, 34.99679868047362, 33.27857616080351, 34.07719611040324
10, 0.1, SIGMOID, MOMENTUM, 35.01129231827515, 34.212321641600745, 34.1563569590894, 34.45999030632177
10, 0.1, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.85156178460558, 35.060724381332214, 34.829332557428394, 34.58053957445539
10, 0.1, SIGMOID, BOLD_DRIVER, 34.993983045481855, 34.84887365567209, 34.93224061523075, 34.925032438794894
10, 0.1, TANH, , 35.64569236203795, 35.51662500041042, 36.05218945916904, 35.73816894053913
10, 0.1, TANH, MOMENTUM, 37.39587267991429, 37.19751964470258, 37.10283134053399, 37.23207455505028
10, 0.1, TANH, MOMENTUM - BOLD_DRIVER, 37.85575433443122, 46.0734800614796, 37.95061844923614, 40.626617615048985
10, 0.1, TANH, BOLD_DRIVER, 36.550389205909696, 36.25922237136276, 36.53908979735434, 36.44956712487559
10, 0.1, RELU, , 34.59555765359963, 40.14072418632474, 32.26261937832007, 35.66630040608148
10, 0.1, RELU, MOMENTUM, 33.366463751440946, 34.8369133504144, 36.433854632962976, 34.879077244939445
10, 0.1, RELU, MOMENTUM - BOLD_DRIVER, 36.189851724596245, 47.108958044321774, 35.59662631891471, 39.631812029277576
10, 0.1, RELU, BOLD_DRIVER, 52.102927694799284, 37.68357315322159, 33.08490258380049, 40.95713447727379
10, 0.15, SIGMOID, , 34.429914949060965, 34.646463024724476, 35.42617987218738, 34.83418594865761
10, 0.15, SIGMOID, MOMENTUM, 35.67535695723422, 33.83720925851155, 34.4868090928238, 34.666458436189856
10, 0.15, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.243628448098995, 34.468357353418604, 34.54912181601439, 34.75370253917733
10, 0.15, SIGMOID, BOLD_DRIVER, 34.88850552579045, 34.65488481083711, 34.06709916091621, 34.53682983251459
10, 0.15, TANH, , 36.74218727556997, 36.52120946912227, 36.59312488103774, 36.61884054191
10, 0.15, TANH, MOMENTUM, 37.77761207890673, 37.77400843738412, 37.804030414846395, 37.78521697704575
10, 0.15, TANH, MOMENTUM - BOLD_DRIVER, 37.80942299681397, 37.901892063425734, 37.686801761934845, 37.799372274058186
10, 0.15, TANH, BOLD_DRIVER, 37.66438407372091, 37.809821906316365, 37.58074096862875, 37.68498231622201
10, 0.15, RELU, , 32.84447768733893, 36.379381892789475, 33.86300124320806, 34.36228694111215
10, 0.15, RELU, MOMENTUM, 39.85045601407417, 35.703986408848145, 38.52275525842565, 38.02573256044932
10, 0.15, RELU, MOMENTUM - BOLD_DRIVER, 34.20561651885026, 37.7798270215715, 36.8704519232622, 36.28529848789466
10, 0.15, RELU, BOLD_DRIVER, 38.22232170674465, 35.25019656093396, 36.856832543927, 36.7764502705352
10, 0.2, SIGMOID, , 34.79524269277469, 33.67978817350783, 34.31726122968746, 34.26409736532333
10, 0.2, SIGMOID, MOMENTUM, 35.45371620547399, 35.83126393147683, 34.375556791139275, 35.220178976030034
10, 0.2, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.47260082200074, 34.23571247972182, 35.18949957948185, 34.965937627068136
10, 0.2, SIGMOID, BOLD_DRIVER, 34.65342717060123, 35.656938775365454, 34.68602369391105, 34.998796546625904
10, 0.2, TANH, , 37.316087944109256, 37.28764571420222, 37.430897739702154, 37.34487713267121
10, 0.2, TANH, MOMENTUM, 37.50786816413626, 37.55641998024, 37.55273192257344, 37.539006688983235
10, 0.2, TANH, MOMENTUM - BOLD_DRIVER, 37.40153747567266, 37.350769463914375, 37.32016773217269, 37.35749155725325
10, 0.2, TANH, BOLD_DRIVER, 38.134602264096756, 38.00334517529764, 37.75435690028218, 37.96410144655886
10, 0.2, RELU, , 37.97862250760219, 43.49100716785665, 33.986455966434804, 38.48536188063121
10, 0.2, RELU, MOMENTUM, 41.81027029956564, 44.469537281844175, 47.465193458155376, 44.581667013188394
10, 0.2, RELU, MOMENTUM - BOLD_DRIVER, 38.70190483510038, 39.55765275001206, 40.743749959511426, 39.667769181541296
10, 0.2, RELU, BOLD_DRIVER, 34.53783644014707, 59.16399042705726, 31.890552596559925, 41.86412648792142
10, 0.25, SIGMOID, , 33.46083135511484, 33.045301727798275, 35.58854512433761, 34.03155940241691
10, 0.25, SIGMOID, MOMENTUM, 34.50971867469663, 34.498836490639235, 34.15701857424931, 34.38852457986172
10, 0.25, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.32562558137972, 33.71590024315056, 35.14411225385411, 34.39521269279479
10, 0.25, SIGMOID, BOLD_DRIVER, 33.96222430365692, 34.00701289354247, 34.082183609600236, 34.01714026893321
10, 0.25, TANH, , 37.99629182880642, 37.698048651139175, 37.51620250260999, 37.73684766085186
10, 0.25, TANH, MOMENTUM, 37.03096184150126, 36.886883456396646, 37.041516109067324, 36.98645380232174
10, 0.25, TANH, MOMENTUM - BOLD_DRIVER, 37.848092035862365, 37.75662547479834, 37.67393887423049, 37.75955212829707
10, 0.25, TANH, BOLD_DRIVER, 37.06803798456573, 36.98590604052036, 37.32352223560638, 37.12582208689749
10, 0.25, RELU, , 36.75308170544902, 34.13506970929049, 38.34227749292541, 36.410142969221646
10, 0.25, RELU, MOMENTUM, 37.058729526275016, 37.82127590890439, 36.93291777242646, 37.270974402535295
10, 0.25, RELU, MOMENTUM - BOLD_DRIVER, 36.4628227080198, 44.21145202702535, 43.60523651321369, 41.426503749419616
10, 0.25, RELU, BOLD_DRIVER, 35.46683871886199, 32.854705631210486, 38.30123142055126, 35.54092525687458
10, 0.3, SIGMOID, , 35.37339923737341, 34.19101647668325, 35.97522515757537, 35.17988029054401
10, 0.3, SIGMOID, MOMENTUM, 34.29139065066978, 35.31977404696084, 35.20485085125423, 34.938671849628285
10, 0.3, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.62393907359413, 33.92040741223241, 35.13726647152036, 34.8938709857823
10, 0.3, SIGMOID, BOLD_DRIVER, 35.508714233573265, 33.547389999575714, 34.384412793216455, 34.48017234212181
10, 0.3, TANH, , 37.85157798759227, 37.85032531008899, 37.949201857546704, 37.88370171840933
10, 0.3, TANH, MOMENTUM, 60.25598156643804, 60.24676341318469, 60.234281892935456, 60.245675624186056
10, 0.3, TANH, MOMENTUM - BOLD_DRIVER, 38.35457517322479, 39.16266180110247, 47.06103663913964, 41.52609120448897
10, 0.3, TANH, BOLD_DRIVER, 37.03932400068295, 36.7330872997065, 37.0435476807034, 36.938652993697616
10, 0.3, RELU, , 39.60835853244448, 37.67268630479395, 39.47465026402213, 38.91856503375352
10, 0.3, RELU, MOMENTUM, 51.642853654942165, 44.131283612165305, 43.64578606116392, 46.47330777609047
10, 0.3, RELU, MOMENTUM - BOLD_DRIVER, 46.24951870880403, 37.60568871239735, 44.97067510660436, 42.94196084260191
10, 0.3, RELU, BOLD_DRIVER, 34.50265113760085, 33.894536975315525, 36.477163736760154, 34.95811728322551
10, 0.35, SIGMOID, , 34.80290514401736, 34.81371406280536, 35.18253627209105, 34.93305182630459
10, 0.35, SIGMOID, MOMENTUM, 34.95893085437025, 33.409839453836106, 34.492822052225655, 34.28719745347734
